Pass-Simple pass-accurate,Pass-High pass-accurate,Pass-Head pass-accurate,Pass-Simple pass-not accurate,Duel-Air duel-accurate,Duel-Air duel-not accurate,Pass-High pass-not accurate,Pass-Head pass-not accurate,Duel-Ground loose ball duel-not accurate,Duel-Ground attacking duel-accurate,Free Kick-Free Kick-accurate,Pass-Cross-assist,Pass-Cross-accurate,Shot-Shot-accurate,Duel-Ground loose ball duel-accurate,Duel-Ground defending duel-accurate,Others on the ball-Clearance-not accurate,Duel-Ground defending duel-not accurate,Others on the ball-Touch-interception,Duel-Ground attacking duel-not accurate,Others on the ball-Acceleration-accurate,Shot-Shot-not accurate,Free Kick-Corner-accurate,Foul,Free Kick-Throw in-accurate,Free Kick-Throw in-not accurate,Others on the ball-Touch,Pass-Cross-not accurate,Pass-Smart pass-accurate,Pass-Cross-key pass,Pass-Smart pass-not accurate,Free Kick-Corner-not accurate,Others on the ball-Clearance-accurate,Others on the ball-Touch-missed ball,Pass-Simple pass-assist,Pass-Launch-accurate,Pass-Smart pass-key pass,Pass-Simple pass-key pass,Pass-Launch-not accurate,Free Kick-Free Kick-not accurate,Pass-Head pass-assist,Others on the ball-Touch-counter attack,Free Kick-Free kick cross-accurate,Foul-yellow card,Others on the ball-Touch-opportunity,Others on the ball-Touch-feint,Free Kick-Free kick shot-accurate,Pass-High pass-key pass,Free Kick-Free kick shot-not accurate,Pass-Smart pass-assist,Free Kick-Free kick cross-not accurate,Others on the ball-Clearance,Others on the ball-Acceleration-not accurate,Free Kick-Goal kick,Others on the ball-Touch-dangerous ball lost,Foul-red card,Foul-second yellow card,Pass-Head pass-key pass,Free Kick-Penalty,Free Kick-Penalty-not accurate,Pass-High pass-assist,Pass-Hand pass-accurate,w-dl
-124,-12,-9,-2,6,1,3,-2,4,13,-2,0,-12,-2,1,-2,6,9,10,2,4,-3,-4,0,1,2,-1,-13,2,0,-1,0,1,-2,0,-4,0,1,-4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1
124,12,9,2,-6,-1,-3,2,-4,-13,2,0,12,2,-1,2,-6,-9,-10,-2,-4,3,4,0,-1,-2,1,13,-2,0,1,0,-1,2,1,4,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-1
346,7,-5,7,-5,13,-3,-3,7,51,13,0,12,6,3,-10,-18,-40,-23,7,6,23,4,-2,24,0,37,23,8,4,4,6,0,0,0,-1,2,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1
-346,-7,5,-7,5,-13,3,3,-7,-51,0,0,-12,-6,-3,10,18,40,23,-7,-6,-23,-4,2,-24,5,-37,-23,-8,-4,-4,0,7,0,0,1,0,0,-3,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,-1
8,2,-3,-14,5,-4,7,-3,2,8,-4,0,3,2,3,4,-9,-15,-2,9,7,4,1,2,-1,1,-9,12,3,1,-2,2,-5,0,2,0,1,1,0,0,1,3,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,1
-8,-2,3,14,-5,4,-7,3,-2,-8,4,0,-3,-2,-3,-4,9,15,2,-9,-7,-4,0,-2,1,-1,9,-12,-3,-1,2,-2,5,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1
-93,-2,-2,-8,0,-1,6,-2,3,-22,-7,1,0,-1,-3,14,14,4,-3,4,3,4,3,0,-23,1,0,-3,0,0,-4,0,-2,1,0,2,0,0,1,3,0,0,1,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
93,2,2,8,0,1,-6,2,-3,22,7,0,0,1,3,-14,-14,-4,3,-4,-3,-4,-3,0,23,-1,0,3,0,2,4,1,2,-1,0,0,0,0,0,0,0,5,0,-2,1,3,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1
-479,-9,-9,1,5,-3,-2,2,9,-5,2,0,-8,0,-7,5,21,12,15,1,0,-13,-5,-2,-19,0,-35,-21,-1,0,-4,0,0,1,0,0,0,0,5,0,0,0,2,2,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,-1
479,9,9,-1,-5,3,2,-2,-9,5,-2,0,8,7,7,-5,-21,-12,-15,-1,2,13,5,2,19,1,35,21,1,0,4,5,0,-1,0,0,2,4,-5,0,0,0,0,-2,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,-1
312,-6,1,-3,11,-5,-9,-1,8,16,5,2,4,8,-11,5,1,-1,3,-2,13,10,8,0,1,-1,11,8,7,0,2,0,0,0,0,-1,1,2,0,0,0,2,-2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
-312,6,-1,3,-11,5,9,1,-8,-16,-5,0,-4,-8,11,-5,-1,1,-3,2,-13,-10,-8,0,-1,1,-11,-8,0,0,-2,0,2,4,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1
-163,-10,-4,2,-13,14,2,-2,6,-3,-6,0,-1,1,-1,16,5,-1,5,-2,5,-2,0,7,-7,1,-17,-10,0,1,0,0,0,4,0,3,0,1,-2,4,0,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
163,10,4,-2,13,-14,-2,2,-6,3,6,0,1,-1,1,-16,-5,1,-5,2,-5,2,0,-7,7,-1,17,10,0,-1,0,1,1,-4,0,-3,0,0,2,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,-1
315,0,1,9,6,-7,-5,3,-4,13,7,0,0,2,4,-8,-3,-5,-7,2,8,4,3,-5,4,0,2,4,6,0,1,0,0,-3,0,0,0,0,0,0,0,0,0,-3,0,1,1,1,2,0,-1,0,0,0,0,0,0,0,1,0,0,0,1
-315,0,-1,-9,-6,7,5,-3,4,-13,-7,0,0,-2,-4,8,3,5,7,-2,-8,-4,-3,5,-4,0,-2,-4,-6,0,-1,0,0,3,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,-1
49,-15,0,-7,-19,18,5,-5,3,16,0,0,-1,1,-3,1,-3,-12,-4,-5,5,5,2,3,1,2,11,-4,0,0,0,4,-6,0,0,4,0,1,-3,0,0,0,0,-1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
-49,15,0,7,19,-18,-5,5,-3,-16,3,1,1,-1,3,-1,3,12,4,5,-5,-5,-2,-3,-1,-2,-11,4,0,2,3,0,6,1,0,-4,0,0,3,1,0,4,1,1,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,1
-30,-12,7,1,0,0,-13,3,2,-3,0,0,2,-1,-2,19,7,-3,-7,-13,2,4,1,6,0,-1,8,4,1,0,-3,0,0,-2,0,7,0,1,4,0,0,0,0,-1,0,0,0,0,1,0,-2,1,0,0,0,0,0,0,0,0,0,0,-1
30,12,-7,-1,0,0,13,-3,-2,3,0,0,-2,1,2,-19,-7,3,7,13,-2,-4,-1,-6,0,1,-8,-4,-1,2,3,0,0,2,0,-7,0,0,-4,1,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,-1
-10,0,4,7,-17,15,-5,3,-5,21,3,0,-3,0,6,-9,4,-19,-6,7,11,-7,3,1,-8,4,19,2,-2,0,1,0,0,-1,1,0,0,0,-5,-1,0,1,0,-2,0,0,0,0,0,0,-1,1,2,4,1,0,0,0,0,0,0,0,-1
10,0,-4,-7,17,-15,5,-3,5,-21,-3,0,3,0,-6,9,-4,19,6,-7,-11,7,-3,-1,8,-4,-19,-2,2,3,-1,1,0,1,0,2,0,0,5,1,0,-1,1,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
95,9,-9,15,12,-14,0,4,8,-3,5,1,0,-1,-9,4,10,-2,-16,0,1,14,2,1,-17,0,11,-12,3,0,2,1,4,0,0,-2,0,2,0,0,0,2,0,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-95,-9,9,-15,-12,14,0,-4,-8,3,-5,0,0,1,9,-4,-10,2,16,0,-1,-14,-2,-1,17,0,-11,12,-3,1,-2,-1,-4,0,0,2,2,-2,5,1,0,0,3,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,1,0,0,-1
-395,-15,-5,-9,3,-2,7,2,5,-22,-4,0,0,0,-5,13,11,15,12,-6,1,-8,-6,2,-2,3,-5,-8,0,0,-9,0,1,-1,0,0,0,0,4,1,0,-1,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
395,15,5,9,-3,2,-7,-2,-5,22,4,2,13,9,5,-13,-11,-15,-12,6,-1,8,6,-2,2,-3,5,8,10,2,9,0,0,1,2,0,0,0,-4,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
154,11,-1,14,-10,10,0,-3,2,-4,-1,0,4,0,-2,10,-7,-3,-11,-3,-8,6,4,3,6,-1,-7,10,0,0,0,0,0,0,0,-1,0,-1,2,1,0,0,1,-3,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
-154,-11,1,-14,10,-10,0,3,-2,4,1,0,-4,0,2,-10,7,3,11,3,8,-6,-4,-3,-6,1,7,-10,0,0,0,0,6,0,0,1,0,1,-2,0,0,2,-1,3,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1
-143,-1,10,-3,-7,8,-1,-2,4,12,0,0,6,-2,-4,-7,-8,2,-12,-7,-9,8,1,-9,10,1,2,11,1,0,-4,4,0,-4,0,0,0,0,-4,2,0,0,2,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,-1
143,1,-10,3,7,-8,1,2,-4,-12,0,0,-6,2,4,7,8,-2,12,7,9,-8,0,9,-10,-1,-2,-11,-1,1,4,0,3,4,1,3,0,0,4,0,0,2,0,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1
-14,6,-8,8,3,-2,2,7,-6,-13,5,0,5,-1,6,15,-15,5,2,-6,3,1,0,-7,1,1,8,11,0,-1,-4,1,0,4,0,3,0,0,-1,0,0,0,2,-2,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,-1
14,-6,8,-8,-3,2,-2,-7,6,13,-5,0,-5,1,-6,-15,15,-5,-2,6,-3,-1,0,7,-1,-1,-8,-11,0,1,4,-1,10,0,0,-3,0,0,1,2,0,0,-2,2,0,0,0,0,0,0,-3,0,1,0,0,0,0,0,0,0,0,0,1
54,-10,-1,14,2,-2,-1,-15,18,-27,3,0,-6,1,-18,10,-3,17,-4,0,4,2,-2,11,3,-2,13,-2,2,0,4,1,-1,2,0,-1,1,0,1,0,0,1,0,-1,0,0,0,0,2,0,0,0,-1,0,0,0,1,0,0,0,0,0,1
-54,10,1,-14,-2,2,1,15,-18,27,-3,0,6,-1,18,-10,3,-17,4,0,-4,-2,2,-11,-3,2,-13,2,-2,1,-4,0,1,-2,0,1,0,0,-1,2,1,0,1,1,0,2,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0,-1
217,-8,-14,6,8,-9,-10,-6,3,35,7,0,4,3,-3,-12,-3,-27,-8,4,11,9,2,-5,8,-3,38,7,12,2,5,0,4,0,0,-2,0,0,-2,1,0,0,2,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1
-217,8,14,-6,-8,9,10,6,-3,-35,-7,0,-4,-3,3,12,3,27,8,-4,-11,-9,-2,5,-8,3,-38,-7,0,0,-5,0,-4,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
328,-2,0,10,6,-11,-5,3,8,-14,0,0,-2,9,-9,9,-4,1,-10,3,4,4,2,0,-7,-2,16,-2,2,0,2,-1,-4,0,0,0,1,3,1,1,0,2,-1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,1
-328,2,0,-10,-6,11,5,-3,-8,14,0,0,2,-9,9,-9,4,-1,10,-3,-4,-4,-2,0,7,2,-16,2,-2,0,-2,1,4,0,0,0,0,-3,0,0,0,-2,1,2,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,-1
252,-11,-1,-6,7,-8,-13,-2,5,-4,5,0,1,2,-5,4,-7,-3,1,3,8,8,3,3,-7,1,39,7,4,2,6,1,1,7,0,2,0,3,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
-252,11,1,6,-7,8,13,2,-5,4,-5,0,-1,-2,5,-4,7,3,-1,-3,-8,-8,-3,-3,7,0,-39,-7,-4,-2,-6,-1,-1,-7,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1
192,-5,8,5,3,-2,0,-1,-12,15,-2,0,8,2,11,-7,-11,-8,-16,1,3,18,4,6,-2,-1,37,10,0,3,2,2,-5,6,0,-3,0,5,-3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,-1
-192,5,-8,-5,-3,2,0,1,12,-15,2,0,-8,-2,-11,7,11,8,16,-1,-3,-18,-4,-6,2,1,-37,-10,1,-3,-2,0,5,-6,1,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1
172,0,-8,16,-11,11,-4,0,-3,44,9,1,3,5,4,-30,1,-17,-2,5,-4,2,3,-3,0,-2,1,-5,2,0,2,0,-2,5,0,-1,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
-172,0,8,-16,11,-11,4,0,3,-44,-9,0,-3,-5,-4,30,-1,17,2,-5,4,-2,-3,3,0,2,-1,5,-2,0,-2,0,2,-5,0,1,0,0,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1
-167,0,-1,-1,-5,4,-1,0,1,-6,0,0,-3,-6,-1,2,3,-1,6,5,4,-3,-1,3,-5,1,12,4,-2,-1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
167,0,1,1,5,-4,1,0,-1,6,0,3,3,6,1,-2,-3,1,-6,-5,-4,3,1,-3,5,0,-12,-4,2,1,3,0,5,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,1
-311,0,1,-2,2,-2,-3,8,2,-34,-7,0,0,3,-2,18,6,15,5,0,-3,-11,-3,6,-4,1,-36,-7,-6,0,-6,0,3,-1,0,2,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1
311,0,-1,2,-2,2,3,-8,-2,34,7,0,8,-3,2,-18,-6,-15,-5,0,3,11,3,-6,4,-1,36,7,6,3,6,1,-3,1,0,-2,0,0,-4,0,0,1,-1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
-338,-8,8,0,-1,1,-6,-4,5,-15,-2,0,-9,3,-6,3,14,12,-1,0,-6,-9,-1,2,-1,1,-8,-9,-2,0,-5,0,0,1,0,4,0,0,0,1,0,7,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
338,8,-8,0,1,-1,6,4,-5,15,2,0,9,-3,6,-3,-14,-12,1,0,6,9,1,-2,1,-1,8,9,2,0,5,0,0,0,0,0,1,0,5,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1
-235,-11,-1,-2,7,-6,8,-4,-6,-12,0,0,-6,1,6,10,6,8,6,-6,-2,-7,0,-3,-10,-1,-29,-4,0,0,-3,1,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,-1
235,11,1,2,-7,6,-8,4,6,12,0,0,6,-1,-6,-10,-6,-8,-6,6,2,7,0,3,10,1,29,4,0,0,3,-1,0,0,1,0,0,2,-1,1,0,0,4,0,0,0,0,0,0,0,-3,0,0,1,0,0,0,0,0,0,0,0,-1
-148,12,12,0,1,1,6,8,-1,2,0,1,6,2,1,-3,-5,7,2,-6,0,-1,1,0,7,-4,2,1,1,3,-7,0,1,3,0,2,0,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1
148,-12,-12,0,-1,-1,-6,-8,1,-2,0,0,-6,-2,-1,3,5,-7,-2,6,0,1,-1,0,-7,4,-2,-1,-1,0,7,0,0,0,0,-2,0,0,1,0,0,0,3,-1,0,1,0,0,1,0,1,0,-2,0,0,0,0,0,0,0,0,0,-1
48,3,-1,1,7,-6,-10,9,4,20,0,0,-3,2,-4,-8,-1,-18,-6,6,-6,-2,-2,0,3,1,-4,0,1,0,2,0,2,-7,0,-5,0,0,-4,0,0,0,3,-3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1
-48,-3,1,-1,-7,6,10,-9,-4,-20,0,0,3,-2,4,8,1,18,6,-6,6,2,2,0,-3,-1,4,0,-1,0,-2,4,-2,7,1,5,0,0,4,1,0,0,-3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
-134,-16,-8,2,-7,4,3,-12,2,1,-1,0,-11,2,-2,-13,12,8,9,4,0,-12,-4,1,-7,4,-13,-10,0,0,0,1,-1,-1,0,2,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1
134,16,8,-2,7,-4,-3,12,-2,-1,1,1,11,-2,2,13,-12,-8,-9,-4,1,12,4,-1,7,0,13,10,3,2,5,-1,1,1,0,-2,0,3,0,0,0,0,2,-1,1,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,-1
94,17,4,-1,13,-13,3,12,-6,-2,3,0,0,1,6,4,6,-3,-8,1,-8,1,6,1,-5,0,25,9,-1,0,-2,-2,0,2,0,0,0,1,0,0,0,0,0,-1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
-94,-17,-4,1,-13,13,-3,-12,6,2,-3,0,4,-1,-6,-4,-6,3,8,-1,8,-1,-6,-1,5,0,-25,-9,1,1,2,2,0,-2,0,2,0,0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
112,-5,15,7,-3,3,6,11,-7,-2,-5,0,5,3,7,9,-15,3,0,-9,2,2,0,7,3,1,14,9,1,1,-4,3,0,2,0,-1,0,0,-1,0,1,0,2,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,-1
-112,5,-15,-7,3,-3,-6,-11,7,2,5,0,-5,0,-7,-9,15,-3,0,9,-2,-2,0,-7,-3,-1,-14,-9,-1,0,4,0,3,0,0,1,0,0,1,3,0,1,0,-1,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,-1
216,3,13,0,-3,3,-5,7,-2,35,5,0,8,4,2,-5,-4,-25,-9,-5,17,8,4,-4,7,1,14,6,3,2,8,0,2,1,0,-3,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1
-216,-3,-13,0,3,-3,5,-7,2,-35,-5,0,-8,-4,-2,5,4,25,9,5,-17,-8,0,4,-7,-1,-14,-6,0,0,-8,0,-2,-1,0,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,-1
604,7,9,21,6,-6,1,-2,-2,9,6,1,6,10,2,7,-5,-7,-6,-9,0,0,4,-3,7,0,16,14,8,2,6,1,0,-2,3,0,1,4,-1,0,0,1,0,0,2,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1
-604,-7,-9,-21,-6,6,-1,2,2,-9,0,0,-6,-10,-2,-7,5,7,6,9,0,0,0,3,-7,2,-16,-14,-8,0,-6,0,1,2,-3,3,0,0,1,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
215,8,-7,4,3,-1,6,2,-8,19,6,0,-4,-5,8,0,1,-14,-4,-5,-5,-2,-3,1,10,0,20,4,3,0,4,-2,5,3,0,-2,1,0,-6,-3,0,0,-1,-1,1,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,0,0,-1
-215,-8,7,-4,-3,1,-6,-2,8,-19,-6,0,4,5,-8,0,-1,14,4,5,5,2,3,-1,-10,4,-20,-4,-3,0,-4,2,0,-3,0,2,-1,0,6,3,0,0,1,1,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
140,-5,13,2,1,-2,1,0,-2,9,0,0,1,-2,2,-2,-6,-7,-12,-1,10,3,-2,0,-6,1,0,8,1,1,0,0,5,6,0,2,0,0,-1,0,0,2,0,4,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,-1
-140,5,-13,-2,-1,2,-1,0,2,-9,0,0,-1,2,-2,2,6,7,12,1,-10,-3,2,0,6,0,0,-8,-1,0,0,0,0,0,1,-2,0,0,1,1,0,0,1,-4,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
-401,-10,1,3,-7,7,-7,4,-4,-6,-1,0,-4,-5,3,-3,11,2,-2,7,-5,-10,1,-4,-14,3,-26,-14,0,0,-8,0,-1,-1,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
401,10,-1,-3,7,-7,7,-4,4,6,1,0,4,5,-3,3,-11,-2,2,-7,5,10,-1,4,14,0,26,14,0,0,8,5,1,1,0,1,0,2,-3,0,0,2,0,-1,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
-71,7,2,-11,-14,15,3,0,7,17,2,0,6,-5,-6,1,-2,-9,1,-9,1,7,0,-2,4,0,8,5,-4,1,-1,-1,-1,1,0,4,0,0,-1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
71,-7,-2,11,14,-15,-3,0,-7,-17,-2,0,-6,5,6,-1,2,9,-1,9,-1,-7,2,2,-4,0,-8,-5,4,0,1,1,1,-1,0,-4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
40,2,-5,10,15,-15,7,-3,0,18,6,2,-1,3,-1,22,2,-23,11,-17,6,-4,1,-4,-11,1,3,4,0,0,3,0,1,2,0,-2,0,0,-2,0,1,0,-1,-1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-40,-2,5,-10,-15,15,-7,3,0,-18,-6,0,1,-3,1,-22,-2,23,-11,17,-6,4,-1,4,11,-1,-3,-4,0,4,-3,1,-1,-2,1,2,0,0,2,0,0,0,1,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,-1
283,10,14,7,-1,2,14,-3,-1,16,5,1,4,9,2,4,-5,-20,-16,0,6,10,3,2,16,-2,14,-1,1,2,3,4,-1,3,2,5,1,3,1,0,0,3,0,-1,0,3,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1
-283,-10,-14,-7,1,-2,-14,3,1,-16,-5,0,-4,-9,-2,-4,5,20,16,0,-6,-10,0,-2,-16,2,-14,1,-1,-2,-3,0,1,0,0,-5,0,0,-1,1,0,-3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-1
-480,-9,-5,-3,-5,3,-1,1,-8,-22,-5,0,-4,0,8,21,23,9,6,-6,3,-4,0,-2,-18,3,-28,-16,-3,0,-8,0,6,0,0,0,0,1,-1,0,0,1,1,2,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1
480,9,5,3,5,-3,1,-1,8,22,5,1,4,0,-8,-21,-23,-9,-6,6,-3,4,0,2,18,0,28,16,3,1,8,3,0,0,0,1,0,0,1,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1
529,5,4,9,9,-10,-2,-2,12,21,4,0,4,9,-13,-9,-2,-14,-9,3,0,0,2,5,12,0,35,6,7,1,7,0,2,2,0,-4,1,0,-5,0,0,0,0,-1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
-529,-5,-4,-9,-9,10,2,2,-12,-21,-4,0,-4,0,13,9,2,14,9,-3,0,0,-2,-5,-12,3,-35,-6,-7,0,-7,3,0,-2,0,4,0,1,5,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,-1
56,9,6,-8,2,-2,-4,7,-4,-22,3,0,1,3,4,10,9,5,4,7,2,-3,-3,-4,-12,3,1,-1,0,0,-1,0,5,0,0,4,0,0,0,1,0,0,0,2,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1
-56,-9,-6,8,-2,2,4,-7,4,22,-3,0,-1,0,-4,-10,-9,-5,-4,-7,-2,3,3,4,12,-3,-1,1,1,0,1,0,-5,0,0,-4,0,0,0,0,0,0,3,-2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
-272,2,-13,-22,3,-2,8,-1,-4,-14,-2,0,-1,-4,5,-10,10,11,8,12,-4,-9,-3,-3,-1,0,-24,-15,-1,0,0,-2,6,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
272,-2,13,22,-3,2,-8,1,4,14,2,0,1,4,-5,10,-10,-11,-8,-12,4,9,3,3,1,0,24,15,1,2,0,2,-6,0,0,2,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6,-11,-8,13,-9,6,-15,2,0,-15,9,0,-8,-2,0,-2,15,6,4,11,-1,-6,-5,-8,-10,3,19,-11,-2,0,-3,0,3,-2,1,1,0,0,1,-1,0,0,0,1,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
-6,11,8,-13,9,-6,15,-2,0,15,-9,0,8,2,0,2,-15,-6,-4,-11,1,6,5,8,10,-3,-19,11,2,2,3,0,0,2,0,-1,0,3,-1,1,0,1,2,0,0,2,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,-1
-111,-1,1,6,-5,5,0,11,5,-2,0,0,-3,3,-4,9,6,6,8,-13,-3,-11,-2,2,-9,0,-25,-11,0,-1,3,1,-1,3,0,2,1,2,-1,0,0,3,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
111,1,-1,-6,5,-5,0,-11,-5,2,0,0,3,-3,4,-9,-6,-6,-8,13,3,11,2,-2,9,0,25,11,0,1,-3,-1,1,-3,0,-2,0,-2,1,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,-1
254,4,16,12,-2,2,3,-5,-3,-6,-3,0,10,1,3,-4,-11,3,-3,6,-4,-1,-1,5,10,-1,4,7,-1,0,0,3,-3,1,0,0,0,1,0,0,0,0,1,1,0,0,0,-1,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,-1
-254,-4,-16,-12,2,-2,-3,5,3,6,3,0,-10,-1,-3,4,11,-3,3,-6,4,1,1,-5,-10,1,-4,-7,1,0,0,0,3,-1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1
